,1 Month,3 Month,6 Month,1 Year,2 Year,3 Year,5 Year,7 Year,10 Year,20 Year,30 Year
2001-07-20,,3.53,3.53,3.59,3.98,4.29,4.7,4.98,5.15,5.67,5.54
2001-07-23,,3.56,3.55,3.59,3.98,4.28,4.68,4.95,5.13,5.66,5.53
2001-07-24,,3.56,3.52,3.59,3.97,4.26,4.67,4.94,5.13,5.64,5.52
2001-07-25,,3.56,3.54,3.62,3.98,4.3,4.74,5.01,5.2,5.7,5.58
2001-07-26,,3.56,3.52,3.59,3.94,4.24,4.71,4.99,5.19,5.71,5.59
2001-07-27,,3.55,3.48,3.57,3.87,4.15,4.64,4.93,5.13,5.65,5.55
2001-07-30,,3.57,3.49,3.56,3.86,4.14,4.63,4.91,5.11,5.63,5.53
2001-07-31,3.67,3.54,3.47,3.53,3.79,4.06,4.57,4.86,5.07,5.61,5.51
2001-08-01,3.65,3.53,3.47,3.56,3.83,4.09,4.62,4.9,5.11,5.63,5.53
2001-08-02,3.65,3.53,3.46,3.57,3.89,4.17,4.69,4.97,5.17,5.68,5.57
2001-08-03,3.63,3.52,3.47,3.57,3.91,4.22,4.72,4.99,5.2,5.7,5.59
2001-08-06,3.62,3.52,3.47,3.56,3.88,4.17,4.71,4.99,5.19,5.7,5.59
2001-08-07,3.63,3.52,3.47,3.56,3.9,4.19,4.72,5.0,5.2,5.71,5.6
2001-08-08,3.61,3.49,3.41,3.46,3.77,4.05,4.61,4.87,4.99,5.61,5.52
2001-08-09,3.61,3.45,3.4,3.48,3.77,4.07,4.66,4.93,5.04,5.64,5.54
2001-08-10,3.58,3.43,3.37,3.45,3.73,4.03,4.61,4.88,4.99,5.61,5.52
2001-08-13,3.57,3.45,3.37,3.43,3.7,4.0,4.57,4.86,4.97,5.6,5.52
2001-08-14,3.54,3.43,3.38,3.46,3.74,4.03,4.59,4.87,4.97,5.61,5.51
2001-08-15,3.52,3.43,3.41,3.47,3.8,4.11,4.62,4.9,5.0,5.62,5.52
2001-08-16,3.48,3.39,3.36,3.43,3.75,4.04,4.58,4.84,4.95,5.58,5.48
2001-08-17,3.46,3.36,3.33,3.39,3.67,3.95,4.49,4.75,4.84,5.51,5.43
2001-08-20,3.48,3.42,3.4,3.44,3.74,4.02,4.55,4.81,4.91,5.55,5.46
2001-08-21,3.46,3.39,3.35,3.41,3.69,3.96,4.5,4.79,4.87,5.54,5.44
2001-08-22,3.46,3.38,3.37,3.44,3.76,4.03,4.53,4.81,4.91,5.53,5.44
2001-08-23,3.49,3.4,3.36,3.46,3.72,3.99,4.52,4.79,4.89,5.5,5.41
2001-08-24,3.49,3.42,3.37,3.48,3.76,4.03,4.55,4.82,4.93,5.54,5.45
2001-08-27,3.52,3.45,3.4,3.51,3.78,4.04,4.57,4.83,4.94,5.56,5.47
2001-08-28,3.53,3.41,3.35,3.46,3.71,3.97,4.48,4.73,4.85,5.49,5.41
2001-08-29,3.48,3.42,3.33,3.44,3.67,3.92,4.43,4.67,4.78,5.44,5.36
2001-08-30,3.41,3.36,3.28,3.38,3.61,3.88,4.42,4.68,4.79,5.45,5.37
2001-08-31,3.4,3.37,3.31,3.41,3.64,3.91,4.46,4.72,4.85,5.47,5.39
2001-09-03,,,,,,,,,,,
2001-09-04,3.43,3.44,3.43,3.55,3.83,4.1,4.63,4.88,4.99,5.59,5.5
2001-09-05,3.49,3.41,3.39,3.47,3.79,4.07,4.61,4.86,4.97,5.57,5.48
2001-09-06,3.44,3.34,3.33,3.4,3.65,3.93,4.48,4.73,4.86,5.5,5.41
2001-09-07,3.4,3.27,3.2,3.29,3.53,3.82,4.39,4.67,4.8,5.45,5.39
2001-09-10,3.4,3.26,3.23,3.31,3.53,3.82,4.41,4.69,4.84,5.5,5.43
2001-09-11,,,,,,,,,,,
2001-09-12,,,,,,,,,,,
2001-09-13,2.73,2.74,2.75,2.81,2.99,3.32,4.03,4.41,4.64,5.41,5.39
2001-09-14,2.54,2.64,2.67,2.73,2.87,3.17,3.92,4.31,4.57,5.38,5.35
2001-09-17,2.47,2.59,2.62,2.72,2.96,3.3,3.99,4.38,4.63,5.44,5.41
2001-09-18,2.34,2.48,2.56,2.69,2.96,3.31,4.01,4.46,4.72,5.59,5.55
2001-09-19,2.0,2.19,2.33,2.49,2.81,3.18,3.9,4.41,4.69,5.59,5.56
2001-09-20,2.04,2.22,2.38,2.56,2.91,3.27,3.97,4.47,4.75,5.67,5.62
2001-09-21,2.12,2.25,2.34,2.53,2.91,3.27,3.94,4.43,4.7,5.62,5.59
2001-09-24,2.38,2.38,2.39,2.56,2.94,3.3,4.0,4.47,4.73,5.61,5.58
2001-09-25,2.58,2.4,2.37,2.51,2.88,3.25,3.97,4.45,4.72,5.6,5.58
2001-09-26,2.51,2.38,2.34,2.48,2.82,3.18,3.91,4.39,4.65,5.52,5.5
2001-09-27,2.34,2.38,2.31,2.43,2.78,3.15,3.87,4.33,4.58,5.46,5.45
2001-09-28,2.28,2.4,2.36,2.49,2.86,3.22,3.93,4.37,4.6,5.45,5.42
2001-10-01,2.26,2.37,2.37,2.47,2.82,3.18,3.9,4.33,4.55,5.39,5.38
2001-10-02,2.27,2.26,2.27,2.43,2.77,3.14,3.87,4.31,4.53,5.36,5.34
2001-10-03,2.21,2.23,2.24,2.38,2.77,3.14,3.86,4.29,4.5,5.34,5.32
2001-10-04,2.22,2.21,2.21,2.37,2.75,3.14,3.88,4.29,4.53,5.33,5.31
2001-10-05,2.21,2.19,2.18,2.33,2.71,3.1,3.87,4.26,4.52,5.34,5.31
2001-10-08,,,,,,,,,,,
2001-10-09,2.24,2.22,2.2,2.35,2.74,3.16,3.96,4.35,4.62,5.42,5.39
2001-10-10,2.3,2.22,2.2,2.35,2.78,3.19,3.96,4.35,4.61,5.38,5.36
2001-10-11,2.3,2.27,2.26,2.44,2.88,3.3,4.03,4.43,4.69,5.45,5.41
2001-10-12,2.31,2.25,2.24,2.4,2.81,3.23,4.01,4.41,4.68,5.45,5.42
2001-10-15,2.33,2.25,2.22,2.39,2.78,3.18,3.97,4.36,4.62,5.4,5.38
2001-10-16,2.32,2.22,2.2,2.37,2.77,3.16,3.93,4.32,4.59,5.38,5.35
2001-10-17,2.34,2.22,2.2,2.37,2.8,3.21,3.93,4.32,4.59,5.35,5.32
2001-10-18,2.28,2.19,2.19,2.36,2.77,3.18,3.93,4.32,4.58,5.34,5.32
2001-10-19,2.29,2.19,2.17,2.34,2.77,3.19,3.96,4.37,4.63,5.39,5.36
2001-10-22,2.29,2.22,2.18,2.35,2.79,3.22,3.98,4.37,4.63,5.38,5.36
2001-10-23,2.32,2.2,2.16,2.37,2.81,3.24,4.01,4.4,4.66,5.4,5.38
2001-10-24,2.3,2.17,2.13,2.32,2.72,3.15,3.96,4.34,4.61,5.32,5.32
2001-10-25,2.27,2.14,2.09,2.26,2.63,3.06,3.89,4.29,4.56,5.28,5.28
2001-10-26,2.26,2.14,2.09,2.26,2.63,3.06,3.88,4.26,4.53,5.27,5.27
2001-10-29,2.24,2.09,2.04,2.18,2.55,2.99,3.82,4.22,4.5,5.24,5.25
2001-10-30,2.17,2.05,1.97,2.11,2.48,2.92,3.76,4.14,4.44,5.21,5.22
2001-10-31,2.15,2.05,1.95,2.07,2.44,2.87,3.66,4.03,4.3,5.05,4.89
2001-11-01,2.18,2.06,1.99,2.1,2.49,2.91,3.66,4.01,4.24,5.0,4.79
2001-11-02,2.09,2.01,1.94,2.07,2.48,2.93,3.77,4.12,4.37,5.14,4.96
2001-11-05,2.06,2.01,1.96,2.05,2.46,2.91,3.71,4.07,4.31,5.06,4.86
2001-11-06,1.98,1.85,1.83,1.97,2.37,2.76,3.54,4.03,4.3,5.05,4.86
2001-11-07,1.93,1.8,1.75,1.93,2.32,2.7,3.47,3.95,4.22,4.95,4.79
2001-11-08,1.93,1.84,1.8,2.0,2.42,2.81,3.58,4.05,4.32,5.03,4.87
2001-11-09,1.92,1.83,1.82,2.02,2.45,2.86,3.62,4.09,4.34,5.05,4.88
2001-11-12,,,,,,,,,,,
2001-11-13,1.94,1.84,1.86,2.07,2.54,2.96,3.69,4.17,4.41,5.1,4.92
2001-11-14,1.99,1.87,1.9,2.13,2.7,3.11,3.83,4.31,4.54,5.2,5.02
2001-11-15,1.99,1.92,2.01,2.34,2.98,3.41,4.1,4.58,4.79,5.41,5.22
2001-11-16,2.02,1.95,2.06,2.41,3.09,3.55,4.24,4.72,4.91,5.52,5.3
2001-11-19,2.02,1.94,2.0,2.31,2.92,3.38,4.12,4.58,4.8,5.42,5.22
2001-11-20,2.02,1.95,1.99,2.31,2.96,3.41,4.17,4.66,4.88,5.5,5.3
2001-11-21,2.0,1.96,2.02,2.38,3.11,3.58,4.31,4.78,4.98,5.59,5.35
2001-11-22,,,,,,,,,,,
2001-11-23,2.0,1.95,2.02,2.41,3.2,3.68,4.4,4.83,5.04,5.65,5.39
2001-11-26,2.0,1.98,2.04,2.43,3.22,3.7,4.41,4.85,5.05,5.66,5.39
2001-11-27,2.01,1.92,1.98,2.36,3.11,3.58,4.32,4.77,4.98,5.64,5.37
2001-11-28,1.96,1.87,1.92,2.26,3.12,3.6,4.33,4.76,4.98,5.63,5.36
2001-11-29,1.9,1.8,1.8,2.03,2.87,3.33,4.1,4.56,4.79,5.52,5.24
2001-11-30,1.87,1.78,1.79,2.06,2.84,3.3,4.08,4.55,4.78,5.54,5.27
2001-12-03,1.85,1.78,1.81,2.08,2.82,3.28,4.04,4.51,4.75,5.49,5.26
2001-12-04,1.81,1.74,1.8,2.07,2.81,3.3,3.99,4.46,4.7,5.43,5.22
2001-12-05,1.77,1.77,1.88,2.27,3.07,3.55,4.24,4.7,4.92,5.61,5.35
2001-12-06,1.73,1.75,1.91,2.35,3.19,3.7,4.38,4.83,5.04,5.72,5.47
2001-12-07,1.69,1.69,1.81,2.26,3.19,3.72,4.5,4.98,5.2,5.9,5.6
2001-12-10,1.68,1.71,1.79,2.17,3.1,3.63,4.46,4.95,5.17,5.86,5.58
2001-12-11,1.66,1.66,1.73,2.12,3.03,3.56,4.38,4.89,5.13,5.83,5.55
2001-12-12,1.69,1.67,1.74,2.13,2.97,3.48,4.29,4.78,5.02,5.74,5.47
2001-12-13,1.69,1.69,1.78,2.2,3.09,3.62,4.4,4.9,5.13,5.81,5.53
2001-12-14,1.7,1.73,1.81,2.22,3.2,3.73,4.52,5.01,5.24,5.89,5.59
2001-12-17,1.72,1.74,1.84,2.24,3.21,3.74,4.54,5.03,5.26,5.91,5.61
2001-12-18,1.72,1.71,1.81,2.24,3.13,3.66,4.46,4.93,5.16,5.81,5.52
2001-12-19,1.69,1.69,1.8,2.23,3.11,3.63,4.38,4.84,5.08,5.73,5.45
2001-12-20,1.67,1.69,1.79,2.22,3.15,3.67,4.42,4.86,5.08,5.73,5.43
2001-12-21,1.67,1.71,1.81,2.23,3.17,3.69,4.45,4.89,5.12,5.76,5.45
2001-12-24,1.66,1.72,1.83,2.24,3.22,3.74,4.49,4.95,5.18,5.81,5.49
2001-12-25,,,,,,,,,,,
2001-12-26,1.77,1.75,1.87,2.34,3.26,3.8,4.55,5.0,5.22,5.84,5.52
2001-12-27,1.75,1.74,1.84,2.27,3.19,3.71,4.46,4.9,5.13,5.78,5.49
2001-12-28,1.73,1.72,1.83,2.26,3.16,3.69,4.46,4.93,5.15,5.82,5.54
2001-12-31,1.68,1.74,1.83,2.17,3.07,3.59,4.38,4.84,5.07,5.74,5.48
2002-01-01,,,,,,,,,,,
2002-01-02,1.73,1.74,1.85,2.28,3.22,3.75,4.52,4.97,5.2,5.86,5.56
2002-01-03,1.73,1.73,1.82,2.24,3.19,3.71,4.48,4.93,5.16,5.83,5.54
2002-01-04,1.72,1.72,1.82,2.25,3.19,3.72,4.5,4.97,5.18,5.87,5.57
2002-01-07,1.7,1.68,1.77,2.19,3.08,3.61,4.39,4.86,5.09,5.76,5.49
2002-01-08,1.7,1.68,1.77,2.19,3.07,3.6,4.39,4.86,5.1,5.77,5.51
2002-01-09,1.68,1.68,1.77,2.17,3.03,3.57,4.38,4.86,5.1,5.76,5.51
2002-01-10,1.66,1.68,1.75,2.1,2.94,3.46,4.27,4.74,5.0,5.64,5.42
2002-01-11,1.62,1.58,1.62,1.98,2.76,3.28,4.14,4.65,4.92,5.6,5.37
2002-01-14,1.62,1.58,1.63,2.0,2.79,3.32,4.15,4.64,4.91,5.62,5.38
2002-01-15,1.64,1.6,1.63,1.99,2.79,3.32,4.14,4.62,4.88,5.56,5.34
2002-01-16,1.62,1.61,1.65,2.01,2.84,3.36,4.16,4.62,4.88,5.58,5.36
2002-01-17,1.6,1.64,1.73,2.09,2.96,3.49,4.28,4.73,4.98,5.65,5.41
2002-01-18,1.59,1.62,1.71,2.08,2.91,3.43,4.23,4.69,4.94,5.59,5.36
2002-01-21,,,,,,,,,,,
2002-01-22,1.67,1.7,1.77,2.11,2.97,3.48,4.27,4.72,4.96,5.62,5.39
2002-01-23,1.7,1.71,1.78,2.15,3.07,3.58,4.36,4.81,5.05,5.73,5.48
2002-01-24,1.69,1.72,1.82,2.22,3.15,3.67,4.4,4.82,5.07,5.71,5.47
2002-01-25,1.69,1.72,1.83,2.25,3.17,3.71,4.46,4.86,5.1,5.72,5.47
2002-01-28,1.71,1.76,1.88,2.28,3.19,3.73,4.48,4.88,5.12,5.72,5.47
2002-01-29,1.72,1.72,1.84,2.23,3.05,3.59,4.35,4.76,5.02,5.63,5.4
2002-01-30,1.7,1.75,1.86,2.23,3.06,3.61,4.37,4.77,5.02,5.64,5.41
2002-01-31,1.69,1.76,1.89,2.29,3.16,3.7,4.42,4.82,5.07,5.68,5.44
2002-02-01,1.69,1.76,1.87,2.22,3.08,3.62,4.37,4.78,5.02,5.63,5.4
2002-02-04,1.7,1.77,1.87,2.19,2.99,3.52,4.29,4.69,4.94,5.57,5.35
2002-02-05,1.74,1.76,1.86,2.22,2.99,3.53,4.29,4.66,4.92,5.56,5.35
2002-02-06,1.73,1.74,1.84,2.2,2.98,3.51,4.3,4.71,4.92,5.61,5.38
2002-02-07,1.71,1.73,1.83,2.2,2.99,3.54,4.33,4.73,4.93,5.64,5.42
2002-02-08,1.69,1.73,1.82,2.16,2.95,3.48,4.28,4.69,4.9,5.6,5.39
2002-02-11,1.73,1.75,1.86,2.21,2.95,3.49,4.29,4.7,4.91,5.63,5.41
2002-02-12,1.76,1.75,1.87,2.26,3.04,3.58,4.36,4.76,4.97,5.69,5.45
2002-02-13,1.75,1.76,1.87,2.27,3.09,3.63,4.4,4.8,5.01,5.72,5.47
2002-02-14,1.75,1.75,1.86,2.26,3.07,3.59,4.35,4.76,4.95,5.64,5.42
2002-02-15,1.72,1.74,1.84,2.2,2.97,3.5,4.27,4.66,4.86,5.58,5.37
2002-02-18,,,,,,,,,,,
2002-02-19,1.73,1.76,1.87,2.23,2.98,3.52,4.28,4.71,4.88,5.61,5.54
2002-02-20,1.75,1.76,1.87,2.24,3.0,3.53,4.28,4.71,4.88,5.6,5.53
2002-02-21,1.76,1.76,1.87,2.25,3.0,3.52,4.27,4.72,4.88,5.58,5.53
2002-02-22,1.75,1.76,1.86,2.22,2.97,3.48,4.23,4.67,4.84,5.55,5.48
2002-02-25,1.76,1.77,1.89,2.26,3.01,3.53,4.26,4.69,4.86,5.56,5.51
2002-02-26,1.78,1.77,1.91,2.31,3.08,3.61,4.33,4.77,4.93,5.63,5.53
2002-02-27,1.77,1.77,1.88,2.27,3.09,3.56,4.22,4.67,4.84,5.56,5.51
2002-02-28,1.76,1.79,1.87,2.25,3.06,3.64,4.27,4.7,4.88,5.61,5.54
2002-03-01,1.78,1.77,1.91,2.33,3.18,3.73,4.43,4.82,4.98,5.7,5.6
2002-03-04,1.77,1.81,1.94,2.36,3.24,3.75,4.43,4.86,5.02,5.71,5.61
2002-03-05,1.78,1.8,1.93,2.36,3.25,3.77,4.44,4.86,5.02,5.7,5.6
2002-03-06,1.77,1.78,1.92,2.34,3.26,3.77,4.45,4.89,5.06,5.74,5.67
2002-03-07,1.77,1.78,1.96,2.43,3.36,3.95,4.65,5.07,5.22,5.88,5.76
2002-03-08,1.77,1.81,2.05,2.57,3.6,4.21,4.77,5.17,5.33,5.95,5.83
2002-03-11,1.8,1.86,2.08,2.59,3.59,4.17,4.77,5.18,5.33,5.96,5.81
2002-03-12,1.82,1.84,2.06,2.57,3.56,4.14,4.75,5.17,5.32,5.96,5.84
2002-03-13,1.8,1.82,2.02,2.52,3.49,4.06,4.69,5.11,5.28,5.95,5.83
2002-03-14,1.79,1.86,2.06,2.59,3.63,4.2,4.83,5.24,5.4,6.05,5.9
2002-03-15,1.79,1.86,2.09,2.61,3.63,4.23,4.8,5.2,5.35,5.98,5.86
2002-03-18,1.77,1.88,2.14,2.65,3.67,4.27,4.79,5.17,5.32,5.95,5.83
2002-03-19,1.81,1.85,2.1,2.61,3.64,4.26,4.78,5.18,5.33,5.96,5.86
2002-03-20,1.79,1.84,2.12,2.66,3.71,4.3,4.87,5.25,5.4,6.04,5.89
2002-03-21,1.78,1.84,2.12,2.66,3.73,4.39,4.88,5.26,5.39,6.02,5.87
2002-03-22,1.78,1.84,2.13,2.7,3.77,4.4,4.9,5.28,5.4,6.04,5.89
2002-03-25,1.78,1.85,2.16,2.75,3.78,4.38,4.92,5.28,5.41,6.03,5.91
2002-03-26,1.82,1.81,2.12,2.69,3.68,4.27,4.85,5.23,5.35,5.96,5.84
2002-03-27,1.77,1.81,2.1,2.65,3.66,4.28,4.85,5.22,5.35,5.96,5.86
2002-03-28,1.76,1.79,2.12,2.7,3.72,4.31,4.91,5.29,5.42,6.03,5.91
2002-03-29,,,,,,,,,,,
2002-04-01,1.79,1.79,2.16,2.76,3.74,4.29,4.93,5.29,5.44,6.04,5.92
2002-04-02,1.79,1.8,2.12,2.68,3.63,4.21,4.84,5.21,5.36,5.96,5.86
2002-04-03,1.77,1.79,2.08,2.61,3.55,4.14,4.76,5.13,5.3,5.92,5.82
2002-04-04,1.77,1.78,2.07,2.61,3.57,4.16,4.76,5.12,5.28,5.89,5.82
2002-04-05,1.76,1.76,2.03,2.54,3.49,4.1,4.68,5.04,5.22,5.84,5.79
2002-04-08,1.76,1.75,2.02,2.61,3.51,4.03,4.7,5.07,5.25,5.89,5.82
2002-04-09,1.73,1.73,2.02,2.55,3.48,4.06,4.67,5.03,5.22,5.84,5.79
2002-04-10,1.72,1.71,1.98,2.52,3.48,4.08,4.68,5.05,5.24,5.88,5.78
2002-04-11,1.72,1.72,1.97,2.51,3.47,4.07,4.66,5.03,5.22,5.85,5.78
2002-04-12,1.71,1.71,1.96,2.44,3.41,4.01,4.6,4.99,5.18,5.81,5.79
2002-04-15,1.71,1.72,1.96,2.44,3.38,3.99,4.57,4.95,5.15,5.78,5.76
2002-04-16,1.71,1.74,1.97,2.46,3.43,4.03,4.62,5.0,5.2,5.83,5.78
2002-04-17,1.71,1.73,1.92,2.43,3.41,3.99,4.64,5.03,5.24,5.9,5.85
2002-04-18,1.7,1.72,1.91,2.4,3.38,3.97,4.64,5.02,5.23,5.88,5.86
2002-04-19,1.69,1.73,1.91,2.39,3.36,3.95,4.62,5.0,5.21,5.85,5.8
2002-04-22,1.67,1.72,1.92,2.41,3.37,3.94,4.62,4.98,5.19,5.85,5.78
2002-04-23,1.68,1.73,1.92,2.41,3.39,3.96,4.62,4.98,5.18,5.83,5.78
2002-04-24,1.67,1.72,1.89,2.35,3.28,3.87,4.53,4.9,5.11,5.77,5.72
2002-04-25,1.68,1.74,1.9,2.33,3.25,3.83,4.52,4.89,5.1,5.77,5.72
2002-04-26,1.68,1.75,1.9,2.31,3.22,3.8,4.49,4.86,5.08,5.73,5.73
2002-04-29,1.73,1.78,1.93,2.36,3.26,3.85,4.55,4.91,5.13,5.77,5.75
2002-04-30,1.77,1.77,1.91,2.35,3.24,3.83,4.53,4.88,5.11,5.74,5.72
2002-05-01,1.76,1.77,1.91,2.33,3.21,3.78,4.49,4.86,5.08,5.71,5.69
2002-05-02,1.74,1.77,1.92,2.35,3.25,3.83,4.54,4.91,5.13,5.74,5.72
2002-05-03,1.73,1.76,1.88,2.28,3.17,3.75,4.48,4.85,5.08,5.7,5.65
2002-05-06,1.74,1.78,1.9,2.3,3.19,3.77,4.5,4.87,5.1,5.71,5.66
2002-05-07,1.77,1.76,1.86,2.27,3.14,3.67,4.43,4.85,5.09,5.71,5.66
2002-05-08,1.76,1.76,1.91,2.37,3.32,3.87,4.58,4.99,5.24,5.84,5.77
2002-05-09,1.74,1.77,1.9,2.33,3.27,3.8,4.53,4.96,5.2,5.8,5.78
2002-05-10,1.73,1.77,1.88,2.27,3.19,3.71,4.46,4.89,5.15,5.77,5.72
2002-05-13,1.77,1.79,1.92,2.36,3.28,3.81,4.54,4.98,5.23,5.86,5.79
2002-05-14,1.78,1.78,1.95,2.43,3.4,3.94,4.64,5.06,5.32,5.94,5.84
2002-05-15,1.76,1.76,1.93,2.41,3.37,3.9,4.59,5.02,5.28,5.92,5.82
2002-05-16,1.74,1.75,1.9,2.35,3.28,3.81,4.52,4.94,5.2,5.87,5.8
2002-05-17,1.73,1.76,1.95,2.45,3.41,3.95,4.6,5.01,5.27,5.94,5.84
2002-05-20,1.73,1.77,1.94,2.41,3.33,3.87,4.53,4.94,5.21,5.88,5.78
2002-05-21,1.73,1.75,1.92,2.38,3.28,3.82,4.49,4.9,5.18,5.84,5.79
2002-05-22,1.72,1.74,1.9,2.34,3.23,3.75,4.43,4.85,5.13,5.8,5.75
2002-05-23,1.73,1.74,1.91,2.38,3.28,3.8,4.46,4.87,5.16,5.83,5.78
2002-05-24,1.71,1.74,1.91,2.37,3.28,3.81,4.47,4.87,5.16,5.83,5.78
2002-05-27,,,,,,,,,,,
2002-05-28,1.73,1.77,1.94,2.41,3.3,3.82,4.46,4.87,5.16,5.83,5.78
2002-05-29,1.73,1.75,1.91,2.35,3.24,3.76,4.41,4.81,5.11,5.79,5.77
2002-05-30,1.73,1.75,1.9,2.31,3.17,3.69,4.36,4.74,5.06,5.74,5.74
2002-05-31,1.72,1.74,1.91,2.34,3.22,3.73,4.37,4.77,5.08,5.77,5.75
2002-06-03,1.72,1.77,1.93,2.35,3.19,3.72,4.36,4.75,5.06,5.76,5.76
2002-06-04,1.73,1.76,1.9,2.31,3.13,3.64,4.31,4.72,5.04,5.75,5.75
2002-06-05,1.75,1.75,1.9,2.33,3.16,3.68,4.35,4.76,5.08,5.79,5.79
2002-06-06,1.74,1.74,1.88,2.3,3.13,3.63,4.3,4.72,5.04,5.75,5.77
2002-06-07,1.74,1.74,1.89,2.31,3.16,3.67,4.36,4.78,5.1,5.81,5.81
2002-06-10,1.75,1.76,1.89,2.3,3.15,3.66,4.34,4.75,5.07,5.76,5.76
2002-06-11,1.75,1.75,1.87,2.27,3.09,3.59,4.29,4.69,5.02,5.71,5.71
2002-06-12,1.74,1.74,1.85,2.25,3.05,3.55,4.24,4.65,4.98,5.68,5.68
2002-06-13,1.71,1.72,1.82,2.2,3.0,3.5,4.2,4.61,4.94,5.65,5.65
2002-06-14,1.71,1.71,1.8,2.16,2.92,3.4,4.1,4.51,4.83,5.54,5.59
2002-06-17,1.7,1.74,1.85,2.2,2.96,3.44,4.14,4.57,4.89,5.61,5.63
2002-06-18,1.7,1.73,1.82,2.16,2.93,3.41,4.13,4.55,4.88,5.6,5.62
2002-06-19,1.69,1.71,1.77,2.07,2.81,3.28,4.01,4.43,4.76,5.51,5.58
2002-06-20,1.68,1.73,1.81,2.12,2.93,3.4,4.11,4.53,4.85,5.59,5.64
2002-06-21,1.68,1.72,1.79,2.09,2.88,3.35,4.06,4.47,4.79,5.54,5.56
2002-06-24,1.66,1.74,1.82,2.15,2.93,3.41,4.13,4.55,4.87,5.6,5.62
2002-06-25,1.74,1.73,1.81,2.16,2.92,3.41,4.13,4.55,4.88,5.62,5.64
2002-06-26,1.72,1.7,1.74,2.05,2.77,3.25,3.99,4.4,4.75,5.53,5.6
2002-06-27,1.7,1.7,1.76,2.09,2.85,3.34,4.08,4.51,4.84,5.63,5.68
2002-06-28,1.69,1.7,1.75,2.06,2.9,3.37,4.09,4.52,4.86,5.65,5.7
